budget_usd,channel,industry,audience_size,duration_days,country,predicted_roi
9854.93,x,fnb,145262,13,EG,2.3795
11770.26,google,ecommerce,294166,35,SA,3.5547
9916.47,google,retail,350305,44,LB,2.258
1773.9,tiktok,services,483766,46,AE,2.9342
4948.98,tiktok,services,4666,57,EG,1.481
16887.41,facebook,fnb,488536,21,EG,2.6917
12788.02,facebook,retail,178326,20,AE,2.5068
13018.07,x,retail,65008,58,EG,1.6202
13437.04,instagram,fnb,308142,59,AE,2.9971
15281.77,google,retail,390990,13,SA,3.3695
1256.36,google,retail,65748,24,LB,1.4652
7395.51,instagram,retail,21346,57,JO,1.7969
10836.6,instagram,retail,448406,14,JO,2.6903
6835.28,google,ecommerce,466920,47,LB,2.6979
16905.13,facebook,services,78980,9,SA,2.2737
9703.19,tiktok,retail,452126,13,EG,2.8492
15395.69,x,services,454986,47,SA,2.3923
17055.11,google,retail,498715,37,AE,3.9341
10145.35,google,fnb,108978,34,JO,1.9378
18200.09,facebook,retail,289813,51,AE,2.458
11783.77,facebook,retail,497145,20,AE,4.1573
17020.46,instagram,retail,451418,31,AE,3.4202
6877.76,instagram,fnb,302769,37,JO,1.9373
10026.46,facebook,fnb,99362,45,SA,2.4837
10675.08,x,fnb,43088,21,EG,1.3584
2189.1,facebook,services,130324,39,JO,1.6647
8031.19,google,services,33573,28,JO,2.0943
18355.02,tiktok,services,98436,33,JO,2.1613
12653.56,google,services,38385,52,JO,1.6994
3632.38,instagram,services,381353,25,JO,2.4321
6843.23,instagram,fnb,295356,41,JO,1.9421
3912.9,google,retail,259425,56,EG,1.677
593.98,instagram,fnb,404980,46,LB,1.9124
18556.46,google,retail,205996,59,LB,1.8073
9019.33,facebook,ecommerce,202078,36,EG,2.42
6219.95,facebook,fnb,104255,19,AE,2.4907
12009.7,google,ecommerce,222973,59,JO,2.5002
245.56,google,ecommerce,88083,39,JO,1.9421
5632.64,facebook,fnb,295054,16,EG,2.5136
14090.37,x,ecommerce,498732,21,EG,2.6979
12712.02,facebook,fnb,266987,17,AE,3.3581
19637.94,x,retail,150219,50,SA,1.9167
12445.12,google,retail,344342,8,JO,2.4769
9602.37,x,retail,410183,45,JO,1.7323
15252.51,x,ecommerce,236421,34,AE,3.0619
18076.22,instagram,fnb,125912,7,JO,2.926
14441.85,google,fnb,357216,37,SA,3.0991
19267.9,instagram,fnb,94447,45,JO,2.8573
15661.9,tiktok,fnb,498658,44,SA,4.5069
17349.35,instagram,ecommerce,159588,33,EG,3.3183
2370.67,tiktok,ecommerce,175798,22,LB,2.348
14675.03,x,retail,363739,12,AE,1.9983
8857.77,tiktok,services,7095,3,EG,2.3163
11106.77,facebook,fnb,102230,23,JO,2.2804
13116.64,instagram,retail,63686,39,LB,1.8712
19399.32,google,ecommerce,196139,5,LB,3.0041
19693.1,tiktok,retail,277203,59,EG,2.3017
5835.74,tiktok,retail,90625,36,SA,2.8454
14701.69,tiktok,retail,172784,19,JO,2.8746
15024.67,instagram,fnb,386326,57,LB,2.0394
6995.21,tiktok,services,470051,13,AE,3.3786
2565.01,google,fnb,8125,57,LB,1.7816
914.84,x,retail,314095,19,EG,1.7659
15569.13,google,retail,13815,24,JO,2.3759
9845.02,x,ecommerce,260657,27,LB,2.4524
19712.25,x,ecommerce,439856,59,AE,2.9679
9352.97,facebook,ecommerce,399221,17,JO,1.8767
19560.55,instagram,services,117127,58,LB,1.6682
8290.36,instagram,services,130036,22,JO,2.4251
15894.27,facebook,ecommerce,391973,19,JO,2.2359
1787.9,facebook,services,410049,39,LB,1.557
11153.69,google,fnb,141172,42,LB,2.2992
16060.99,instagram,fnb,2527,22,EG,2.8315
18501.56,facebook,fnb,222783,10,LB,2.0947
16469.4,instagram,retail,310219,25,SA,3.1353
835.72,instagram,retail,222432,33,LB,1.8408
7516.78,facebook,services,467443,5,SA,2.6689
1069.1,facebook,ecommerce,406986,7,AE,2.8567
2274.72,google,retail,394142,55,EG,2.2178
13538.58,x,retail,11123,5,JO,1.4184
14293.84,tiktok,retail,426963,26,SA,3.7586
15497.04,google,ecommerce,377866,46,EG,3.0266
17322.59,x,fnb,199080,21,EG,2.2128
14814.69,x,fnb,295185,31,JO,2.359
16037.34,facebook,retail,412295,7,AE,3.0457
1074.38,x,ecommerce,453204,48,AE,2.7278
4767.25,facebook,fnb,275865,39,AE,2.918
12475.77,facebook,ecommerce,21631,51,EG,2.2142
17176.69,tiktok,services,309651,52,JO,2.2012
189.55,google,retail,340329,22,AE,2.4167
10341.12,facebook,ecommerce,30398,5,LB,2.3303
13578.02,instagram,services,408837,22,EG,2.8141
689.19,instagram,services,101574,11,SA,2.0416
8086.98,instagram,retail,445341,33,AE,3.3615
17923.13,x,ecommerce,275931,11,LB,1.6029
13465.09,instagram,ecommerce,161741,55,JO,2.3935
4829.4,instagram,fnb,30341,37,JO,2.3654
17070.34,facebook,retail,9914,17,EG,1.9289
7025.83,facebook,ecommerce,370981,55,SA,2.9697
17081.56,facebook,ecommerce,189203,46,AE,2.0942
6048.98,tiktok,services,420188,27,SA,3.1037
11847.37,tiktok,services,116031,11,LB,2.3485
7999.11,tiktok,retail,460260,22,AE,3.9545
5569.02,x,retail,470847,36,SA,2.6518
17742.5,tiktok,ecommerce,51782,46,SA,3.5663
3833.11,facebook,fnb,323820,17,LB,2.0355
1787.75,instagram,fnb,469920,45,JO,1.8794
6904.35,instagram,services,162223,19,AE,2.9481
14381.02,x,retail,34742,17,SA,1.9559
16167.89,instagram,retail,437865,28,SA,2.6628
19974.99,facebook,retail,237554,12,SA,2.5174
5997.6,google,fnb,14509,26,JO,2.4623
8218.04,tiktok,fnb,420285,23,EG,3.0443
2822.74,facebook,retail,339751,18,JO,2.011
11539.95,google,fnb,36085,47,AE,2.7085
19951.84,instagram,fnb,130078,21,AE,2.9886
14047.53,x,services,10097,42,SA,2.1333
11944.74,x,services,477481,44,SA,1.7214
7908.14,instagram,ecommerce,13448,40,AE,2.9212
18314.45,tiktok,ecommerce,398130,18,SA,4.5281
9988.64,tiktok,fnb,256123,50,LB,2.5586
2773.9,google,ecommerce,291783,16,SA,3.0488
7371.03,facebook,services,405986,18,EG,1.6687
1436.62,instagram,retail,447587,52,SA,2.3033
4119.38,facebook,fnb,64585,22,JO,1.8411
451.61,google,services,9920,42,JO,1.2732
9120.27,facebook,ecommerce,63180,5,JO,2.4703
12727.35,tiktok,fnb,341571,38,LB,2.3295
6931.52,google,retail,284704,52,JO,2.1066
8465.6,x,retail,42857,43,AE,2.1903
19188.26,instagram,retail,117913,36,SA,3.4559
15064.07,facebook,services,269082,51,SA,2.4304
10863.05,google,services,365376,19,AE,3.4559
5762.36,facebook,fnb,172359,24,JO,2.1445
17950.24,facebook,services,474868,6,EG,2.3323
4778.43,x,ecommerce,496130,42,JO,1.7153
6574.32,x,ecommerce,383250,44,JO,1.4333
18190.39,google,retail,227677,45,SA,3.0885
10637.89,x,services,438710,45,EG,1.9216
14872.13,facebook,ecommerce,364220,10,SA,3.6451
11855.82,facebook,ecommerce,260273,40,SA,3.0019
13103.44,instagram,fnb,222446,46,EG,3.0985
6057.73,facebook,fnb,416327,14,EG,2.2701
4903.3,x,ecommerce,278978,30,JO,2.2394
6517.6,facebook,retail,92268,55,EG,1.909
3193.29,tiktok,services,499906,26,EG,3.0278
17498.86,x,retail,35105,45,JO,1.5747
5736.61,google,ecommerce,347811,33,LB,2.3065
11273.64,instagram,retail,328320,40,EG,2.0345
15860.29,tiktok,retail,293497,38,AE,4.2875
15698.1,tiktok,fnb,26924,40,SA,3.4515
8823.89,google,retail,246805,47,EG,2.3351
9577.52,tiktok,fnb,446348,54,AE,4.9998
19894.56,instagram,fnb,120528,19,JO,2.853
13524.49,google,fnb,346085,55,SA,2.6221
16311.31,x,services,429518,38,AE,2.476
18060.82,tiktok,services,476148,36,AE,3.183
15773.04,facebook,ecommerce,258553,21,SA,3.3818
3785.07,tiktok,fnb,157629,26,JO,2.4829
11287.2,x,services,350109,40,LB,1.549
2127.69,x,services,243592,23,SA,1.7687
13093.15,tiktok,retail,313916,19,JO,3.3081
19111.45,facebook,services,371103,49,SA,2.6858
10303.37,tiktok,ecommerce,355431,26,SA,4.1615
8716.15,x,fnb,122146,39,AE,2.8013
813.27,x,retail,378142,4,LB,1.5466
19199.51,facebook,fnb,271382,7,EG,2.5891
2149.75,instagram,fnb,465452,51,JO,2.386
917.47,tiktok,services,330074,11,SA,2.802
4996.73,facebook,ecommerce,446011,48,SA,3.2103
1404.06,x,services,489425,54,LB,1.4795
9156.85,facebook,retail,497259,30,JO,2.1956
10370.15,google,fnb,372606,53,JO,2.2793
6320.14,x,services,299050,27,JO,2.0742
1114.11,google,fnb,59947,57,AE,2.238
2320.85,google,services,193675,16,EG,2.1313
7751.64,instagram,services,238191,27,SA,3.1028
1304.52,x,fnb,390482,25,AE,2.3416
13993.98,tiktok,services,294796,47,AE,2.9503
4219.71,facebook,fnb,220126,5,AE,2.6895
6111.22,instagram,retail,74164,50,SA,2.4204
7943.1,instagram,fnb,358186,4,LB,1.9943
8390.53,tiktok,fnb,216551,20,EG,2.8022
133.05,instagram,retail,19035,36,SA,2.1504
2330.2,tiktok,ecommerce,142718,11,JO,3.0752
17269.01,tiktok,services,439850,30,AE,3.9092
124.54,instagram,retail,60294,59,LB,0.9911
10212.53,google,ecommerce,203666,49,AE,3.6899
9841.09,instagram,ecommerce,256508,4,JO,2.5915
6728.57,google,retail,42787,36,AE,2.8
8683.41,instagram,retail,83650,37,EG,2.2569
15633.56,x,fnb,470195,6,JO,2.1178
16839.95,instagram,services,295678,40,AE,3.1103
5280.94,facebook,services,105959,32,EG,1.8511
6517.56,facebook,fnb,85678,41,AE,3.1368
4925.41,x,services,213441,19,AE,2.3333
9649.28,x,retail,362073,17,AE,3.0156
13696.84,instagram,services,365467,44,EG,2.6367
4642.23,google,ecommerce,98425,44,JO,2.4756
6681.64,tiktok,services,363087,12,AE,2.6271
18614.65,facebook,fnb,448246,15,AE,3.9273
1066.53,tiktok,fnb,113942,36,JO,2.1217
9269.32,google,ecommerce,14078,50,SA,3.0366
14260.01,x,retail,479486,14,SA,2.353
3094.03,x,fnb,261476,15,EG,1.7149
1042.74,facebook,retail,388451,49,LB,1.9459
2850.29,instagram,ecommerce,160732,42,JO,2.1214
18384.58,tiktok,fnb,150285,54,AE,4.0934
284.27,facebook,ecommerce,113313,47,EG,1.8885
3847.61,tiktok,services,109293,57,SA,2.4076
722.54,facebook,services,236329,13,EG,1.7137
2301.53,facebook,services,53786,18,EG,1.4557
12440.97,facebook,retail,421167,16,LB,2.1041
4908.61,instagram,services,256102,6,LB,1.7244
11427.32,google,services,457723,47,JO,2.0202
11844.89,facebook,ecommerce,251592,40,SA,3.5517
17003.76,x,services,152321,7,AE,2.4934
194.35,instagram,ecommerce,257942,14,LB,1.7924
17082.05,facebook,ecommerce,77967,13,LB,2.5517
12420.47,instagram,services,412222,25,JO,2.4348
3338.6,google,fnb,360350,28,JO,2.217
15481.45,facebook,retail,74429,19,AE,3.0774
17124.28,facebook,fnb,291417,56,AE,2.8933
5159.84,x,ecommerce,269458,15,SA,2.4477
18383.99,tiktok,retail,101307,35,LB,2.9374
9143.7,instagram,fnb,61921,27,SA,3.1905
12108.15,google,services,380387,25,EG,2.4127
19694.53,x,retail,132756,50,JO,1.6647
7294.57,instagram,ecommerce,259946,58,AE,3.8706
16281.87,tiktok,services,124607,3,LB,2.1091
6436.14,facebook,retail,327044,29,LB,1.5797
16004.35,instagram,retail,25445,9,AE,2.7009
12054.6,tiktok,services,180310,27,EG,3.0408
4405.48,facebook,ecommerce,273983,38,LB,2.3627
8339.12,x,ecommerce,220109,26,EG,2.2785
6420.95,x,ecommerce,306583,20,SA,3.4718
1654.36,instagram,retail,90990,20,EG,2.3133
693.71,instagram,services,221460,20,SA,2.4525
6994.93,facebook,retail,378501,21,LB,1.9947
478.78,tiktok,retail,167466,24,LB,2.0832
3393.21,facebook,services,79348,42,SA,1.8971
14531.15,instagram,fnb,424027,8,SA,3.6327
14191.02,tiktok,services,389372,5,JO,2.6334
14797.75,google,ecommerce,340525,32,JO,2.289
6411.35,tiktok,retail,399205,41,LB,2.278
17811.39,instagram,services,389630,17,AE,3.3014
11917.23,google,ecommerce,373553,14,AE,4.4289
2607.92,google,fnb,255205,38,LB,1.6116
2960.0,google,services,10691,24,LB,1.5305
13892.6,tiktok,fnb,298942,44,LB,2.5012
3541.58,x,ecommerce,137293,11,SA,2.9054
10195.12,instagram,retail,386876,9,LB,2.2912
19836.31,x,ecommerce,234700,34,LB,2.6868
179.75,instagram,ecommerce,452732,25,LB,2.4614
429.94,instagram,ecommerce,298176,44,EG,2.2165
19862.38,tiktok,fnb,275715,31,EG,3.29
11734.31,tiktok,services,459691,23,JO,2.5612
2625.51,google,fnb,238056,12,LB,2.3527
17956.31,instagram,fnb,188427,12,AE,3.126
17619.57,x,ecommerce,186386,46,SA,2.564
10770.39,instagram,services,437636,15,EG,2.6607
12473.66,tiktok,services,378380,31,LB,2.7948
5536.43,x,retail,82551,49,AE,1.5447
1105.34,tiktok,ecommerce,246752,54,SA,3.6422
11931.9,google,services,186268,18,LB,2.0701
5965.63,x,ecommerce,323703,9,AE,2.2866
13306.06,x,retail,27088,47,EG,1.0528
16741.28,tiktok,services,357347,42,SA,2.6933
461.39,tiktok,services,371502,21,SA,2.7991
11954.7,facebook,services,114064,36,SA,2.4353
4702.48,tiktok,retail,76175,13,JO,2.454
17490.38,x,fnb,314139,42,SA,2.5582
5147.92,tiktok,fnb,129252,44,SA,2.7933
12254.33,instagram,services,470847,20,JO,2.3604
11115.46,facebook,retail,387841,29,LB,2.06
7983.71,instagram,fnb,477551,22,LB,2.7023
13584.65,instagram,services,267823,4,SA,2.6989
14542.82,x,retail,469302,10,AE,3.0207
11382.06,tiktok,ecommerce,7972,57,AE,2.9477
15192.6,facebook,services,145677,28,LB,1.6956
19670.0,facebook,retail,2115,11,JO,1.6525
8443.52,x,retail,339101,5,EG,2.1706
10340.2,x,ecommerce,255819,23,EG,2.4063
348.15,google,fnb,144547,59,LB,1.4965
15940.97,facebook,ecommerce,153172,24,AE,3.9292
10452.58,facebook,fnb,322234,59,EG,2.7168
8218.43,facebook,fnb,90975,30,SA,2.8552
1972.03,google,fnb,257764,46,EG,2.4996
17804.16,google,services,307183,47,EG,2.5438
7960.64,x,retail,120749,4,SA,2.073
13683.37,facebook,fnb,114989,3,EG,2.279
3072.55,facebook,fnb,177759,55,AE,2.1113
19234.84,x,retail,296511,56,LB,1.649
3650.99,x,fnb,127942,10,JO,1.6684
4070.89,google,services,190253,39,LB,1.7225
17193.76,facebook,services,272178,55,AE,2.3224
18260.4,facebook,retail,94186,57,LB,1.6756
4321.73,facebook,ecommerce,284895,19,AE,3.5165
9449.04,google,ecommerce,69914,49,AE,3.1429
14696.55,x,services,72126,39,LB,1.2064
17579.48,google,ecommerce,119193,55,SA,2.9567
7643.15,instagram,fnb,143968,11,JO,2.0261
10388.69,google,ecommerce,15886,37,LB,2.2276
14860.16,facebook,services,480841,4,JO,2.1808
14649.61,x,services,154755,23,SA,2.4911
15680.91,x,retail,402504,3,SA,2.2973
11441.68,google,services,451075,28,SA,3.1145
2181.84,x,ecommerce,400520,49,AE,2.4332
18089.07,tiktok,ecommerce,415849,40,LB,2.6541
17324.89,tiktok,fnb,50937,21,SA,4.0461
15982.14,instagram,retail,186629,27,JO,2.7199
2087.26,x,services,373346,23,SA,2.4245
4167.51,google,retail,288340,44,SA,2.4665
14897.65,facebook,retail,3824,18,EG,2.1576
560.49,x,services,284112,8,AE,1.8574
19586.57,facebook,ecommerce,402451,31,LB,2.7684
7605.18,tiktok,fnb,414540,50,SA,3.2658
14414.32,facebook,fnb,192559,30,JO,2.2616
17762.66,google,fnb,118908,14,AE,2.4728
7953.13,tiktok,fnb,155467,5,JO,2.5514
6450.74,tiktok,retail,148897,56,JO,2.1906
12213.95,google,services,173941,46,AE,2.6282
11661.69,google,services,151590,11,SA,3.3904
8241.89,instagram,fnb,229140,7,EG,2.2853
12075.32,x,fnb,21394,10,SA,2.2056
18714.09,tiktok,ecommerce,138324,24,EG,3.053
9406.04,facebook,retail,158029,49,JO,1.7291
4015.17,facebook,retail,77516,12,EG,2.1242
7606.4,instagram,retail,439078,49,JO,2.6246
7942.73,google,ecommerce,338067,3,JO,2.4197
2709.06,tiktok,fnb,456081,45,JO,2.2842
3341.14,instagram,retail,281226,19,JO,1.9513
13722.79,tiktok,ecommerce,55708,57,AE,4.1141
6855.61,x,retail,452404,30,LB,2.0215
19102.48,tiktok,fnb,229571,18,LB,2.8825
4947.58,facebook,retail,342531,16,AE,2.3162
2068.6,facebook,services,191293,50,EG,1.3949
15094.74,tiktok,services,247648,25,SA,3.5057
17632.62,tiktok,ecommerce,245190,23,SA,4.7217
5634.46,x,fnb,143067,44,LB,1.2734
4121.55,tiktok,fnb,277805,33,EG,2.6737
3796.75,google,ecommerce,367132,40,AE,4.0643
10488.04,tiktok,ecommerce,11109,28,EG,2.7239
9421.49,instagram,retail,66324,6,LB,2.3916
5262.85,google,services,421278,3,AE,3.0203
998.95,google,ecommerce,285250,5,LB,1.864
9681.68,google,services,486858,35,AE,2.9198
19190.71,facebook,services,302731,32,JO,2.0638
13085.13,google,retail,327049,45,SA,2.6019
9960.58,instagram,retail,449607,53,SA,2.6075
2302.77,google,retail,330565,12,AE,3.341
5123.48,google,retail,165481,57,AE,2.2638
5966.0,google,ecommerce,264461,56,EG,2.7994
15319.59,x,services,118570,38,JO,1.6148
17546.54,tiktok,ecommerce,167802,33,EG,3.3112
18042.67,facebook,fnb,340460,13,EG,2.7667
19692.92,google,ecommerce,75339,13,SA,3.3155
19649.1,google,retail,336317,4,LB,2.4145
19064.68,facebook,ecommerce,292447,39,EG,2.0357
1529.26,facebook,retail,154883,27,JO,1.8593
2842.09,instagram,retail,23425,13,SA,1.7462
6158.88,x,retail,352607,10,LB,1.6782
11102.68,tiktok,ecommerce,412426,6,EG,3.6743
2029.86,x,fnb,365307,39,JO,1.9193
16931.36,x,fnb,211034,42,AE,2.3405
12373.45,tiktok,fnb,327114,39,LB,2.3222
10893.05,google,ecommerce,207962,9,EG,2.6095
3389.7,instagram,fnb,179771,5,AE,3.205
5139.78,facebook,retail,164258,9,EG,1.5079
3290.21,instagram,fnb,106215,45,EG,2.2463
17053.47,tiktok,fnb,484707,45,AE,4.1484
11726.13,facebook,services,333440,19,LB,1.9208
14729.08,instagram,ecommerce,88283,6,SA,3.7982
5991.05,facebook,retail,432654,21,SA,2.8883
7487.93,google,ecommerce,76502,49,JO,2.1479
8156.61,x,retail,297245,11,AE,1.9466
15224.3,x,services,83600,48,AE,2.2185
15469.82,instagram,fnb,181255,29,JO,2.3822
4215.59,tiktok,fnb,329605,11,EG,2.6417
18836.62,x,fnb,499561,56,EG,2.2509
2501.04,tiktok,fnb,495955,32,JO,3.0919
17932.83,instagram,ecommerce,447886,41,EG,3.126
2097.87,instagram,ecommerce,118502,8,JO,2.5379
5364.34,google,ecommerce,47659,24,EG,2.1031
16944.92,tiktok,fnb,452903,39,SA,4.0449
3671.89,x,services,461651,39,LB,1.5388
8330.0,x,fnb,140029,6,EG,2.3064
9052.2,facebook,ecommerce,10569,37,EG,1.9861
4980.65,google,services,324302,56,JO,1.8055
14233.88,instagram,fnb,38969,47,EG,2.6745
17041.56,tiktok,fnb,21208,14,SA,3.3996
17504.05,instagram,fnb,468636,55,SA,2.9316
6852.51,instagram,services,248331,41,LB,2.6
10663.92,instagram,services,56912,6,LB,1.6803
5043.29,facebook,fnb,327630,10,LB,2.0486
4971.45,google,ecommerce,185228,55,JO,2.3749
3308.96,facebook,ecommerce,268623,14,EG,2.5081
18806.38,instagram,fnb,449534,8,AE,3.7843
17770.98,facebook,ecommerce,119679,28,SA,3.2514
15569.44,facebook,retail,323604,32,SA,2.7835
10401.46,instagram,ecommerce,414419,35,AE,3.4487
9863.1,x,fnb,212465,40,SA,3.2332
10641.94,x,services,485098,59,AE,2.1824
10777.7,instagram,fnb,224705,46,EG,2.7724
8747.81,tiktok,fnb,230138,4,EG,2.7501
2721.92,x,fnb,442213,8,LB,1.7104
2600.71,instagram,services,318323,3,SA,2.4756
19049.77,x,retail,434484,25,JO,1.6995
9692.41,facebook,ecommerce,395416,22,JO,2.5953
19068.79,instagram,ecommerce,356471,56,EG,2.7683
3355.18,instagram,services,121503,23,EG,2.4558
11132.89,facebook,services,200022,4,LB,1.544
4233.57,x,services,432360,53,JO,1.4416
5138.37,x,retail,308400,17,EG,1.72
698.09,instagram,services,140820,55,JO,1.9063
2467.17,x,retail,164348,47,JO,1.3564
18345.28,google,services,388139,53,AE,3.107
6498.51,x,fnb,89914,49,LB,1.8184
12201.77,x,services,56937,11,EG,1.7034
9353.78,tiktok,ecommerce,382790,38,SA,3.3831
8068.98,facebook,retail,144904,26,LB,1.5922
10684.53,x,services,382940,38,AE,2.6804
3826.05,google,fnb,267276,45,JO,1.8581
19773.22,x,fnb,498910,31,AE,3.247
16384.33,x,services,262936,20,AE,2.6676
14858.13,facebook,ecommerce,433875,55,EG,2.6334
9428.31,tiktok,retail,425365,40,EG,2.8501
3142.25,facebook,ecommerce,106780,53,AE,2.3687
18421.25,facebook,ecommerce,498067,16,JO,2.461
6893.6,x,services,373154,50,SA,2.315
1097.12,x,services,54498,21,LB,1.2462
6913.83,x,fnb,4013,29,AE,1.498
15909.69,x,retail,136422,52,JO,1.8388
12491.9,google,services,9105,23,LB,1.5786
15041.69,tiktok,ecommerce,179441,17,LB,3.2342
15893.34,x,retail,498185,55,EG,2.2364
4317.9,tiktok,services,239980,57,SA,2.6909
18483.29,google,services,12928,20,AE,3.0673
8815.99,instagram,ecommerce,247460,20,SA,3.9322
12816.37,google,fnb,110333,15,LB,2.7933
145.94,x,fnb,428241,4,AE,1.9396
19868.03,google,fnb,46192,34,AE,3.239
5689.84,tiktok,ecommerce,385509,17,SA,4.437
1335.06,facebook,ecommerce,223538,51,EG,1.9928
9219.41,facebook,fnb,10406,12,JO,2.1702
2667.7,google,ecommerce,336894,39,LB,2.1716
3131.3,google,services,228055,31,AE,3.3436
12682.43,google,fnb,386006,37,AE,4.3982
7919.26,x,retail,309418,9,SA,2.4996
18444.86,tiktok,services,393840,29,SA,3.7695
6451.21,x,services,230737,38,JO,1.8859
14550.98,google,ecommerce,4961,22,JO,2.0575
9275.88,instagram,services,66191,52,EG,1.6792
13233.03,x,retail,229991,33,LB,2.0547
12033.94,facebook,services,199339,23,LB,1.9947
9508.4,tiktok,services,397387,4,JO,2.3807
19006.22,x,fnb,206416,12,JO,2.153
6920.0,google,fnb,430233,30,AE,2.464
3626.99,x,ecommerce,94670,25,LB,1.8399
13594.07,facebook,services,193052,52,EG,1.7381
16935.55,tiktok,services,378397,47,SA,3.598
901.05,google,fnb,62923,12,JO,2.1678
9047.69,google,fnb,161378,36,SA,3.3351
17860.51,x,services,376176,28,EG,2.13
15017.41,tiktok,ecommerce,294904,8,EG,2.7717
19836.97,google,services,389256,40,LB,2.302
10675.13,tiktok,services,258349,33,LB,2.5059
13233.91,x,retail,429736,7,EG,2.3486
6119.36,facebook,ecommerce,438836,29,LB,2.9582
18955.96,instagram,retail,487304,44,AE,2.7018
7390.08,facebook,ecommerce,61885,21,EG,2.3278
14796.36,google,fnb,296003,23,AE,3.374
8122.49,instagram,ecommerce,58017,9,LB,2.4657
11280.2,instagram,ecommerce,115218,14,LB,2.6476
14423.67,x,ecommerce,150859,58,SA,2.5409
10227.79,instagram,ecommerce,323426,38,EG,3.3418
18151.02,facebook,services,216176,13,EG,1.8906
8444.09,facebook,ecommerce,432503,30,JO,2.2273
12976.73,instagram,retail,149972,13,EG,2.1987
6913.01,x,retail,308997,28,EG,1.8678
8222.32,tiktok,services,381830,11,AE,2.898
8857.0,x,ecommerce,490174,38,AE,3.0479
2603.56,instagram,ecommerce,123387,35,AE,3.2371
1925.3,instagram,services,367068,39,LB,1.6851
13383.05,facebook,services,43302,28,JO,2.0308
13144.8,instagram,services,272172,19,AE,3.2706
13291.9,tiktok,ecommerce,207486,17,SA,4.7884
493.35,x,ecommerce,479316,15,AE,2.5748
6598.28,instagram,retail,386916,27,LB,2.2696
4036.42,google,services,463698,28,JO,1.9683
15585.21,google,fnb,425430,41,AE,3.5237
17226.54,instagram,ecommerce,205924,5,LB,2.9675
5008.94,x,services,366939,19,AE,2.301
13390.2,tiktok,ecommerce,16203,51,LB,2.5117
2674.32,facebook,fnb,279385,55,JO,1.674
5575.54,x,services,24602,56,LB,1.3624
2859.22,x,retail,362371,20,AE,2.2744
5742.06,facebook,ecommerce,483394,10,AE,3.7104
13527.26,x,retail,341013,14,LB,1.8844
18215.51,x,fnb,420128,10,LB,2.4852
4130.2,x,ecommerce,117948,57,SA,2.0073
10887.37,instagram,ecommerce,496959,53,AE,3.0716
14057.68,google,fnb,275828,49,LB,2.1074
19063.16,tiktok,fnb,337551,44,AE,3.308
12240.2,google,retail,385534,22,AE,2.8197
5176.63,google,ecommerce,320156,30,SA,3.7315
12547.02,google,retail,159243,50,JO,2.0809
6477.77,tiktok,retail,306103,49,AE,3.0166
19524.95,google,fnb,327332,32,EG,2.6965
8053.56,tiktok,retail,428811,50,EG,2.3651
13740.01,facebook,retail,241258,22,LB,2.5019
562.23,facebook,services,251398,26,SA,1.9736
8061.22,x,services,252076,50,SA,1.7748
17514.64,x,fnb,58095,24,SA,2.9205
12243.53,tiktok,ecommerce,45937,45,LB,2.4806
8934.46,facebook,services,11195,28,SA,2.7196
18725.16,google,retail,333442,19,LB,2.2438
17094.29,facebook,services,210010,15,JO,2.283
6512.09,instagram,services,432977,37,SA,3.2727
10936.51,instagram,ecommerce,351416,30,LB,2.624
9847.5,facebook,retail,71574,24,SA,2.3655
12680.83,x,retail,50936,45,JO,1.7721
6748.81,tiktok,fnb,183686,3,EG,2.9429
4959.68,instagram,fnb,460550,8,AE,2.8798
18262.17,tiktok,ecommerce,25285,57,JO,2.2024
18485.1,facebook,services,94513,40,LB,1.2395
16882.13,tiktok,services,15786,34,AE,3.1789
19566.27,tiktok,services,207418,3,LB,2.2844
14925.33,instagram,ecommerce,494839,37,JO,2.948
15316.88,x,fnb,342173,27,EG,1.8495
15275.54,instagram,retail,247242,37,SA,2.7501
9664.09,facebook,retail,73054,5,EG,1.8547
9183.4,tiktok,fnb,178403,34,AE,3.4433
4880.5,x,services,262746,35,LB,1.5814
12931.9,instagram,fnb,138163,19,JO,2.8572
5857.47,facebook,fnb,352824,6,JO,2.7729
5230.39,x,fnb,490026,58,LB,1.6976
11760.63,tiktok,ecommerce,103765,43,LB,3.0479
8258.65,facebook,ecommerce,126873,38,SA,2.7003
4455.25,google,retail,63990,46,LB,1.3917
16339.51,instagram,retail,363128,41,EG,2.4556
17225.34,x,retail,231398,10,JO,1.5648
3437.22,instagram,ecommerce,142595,28,AE,3.5114
249.39,tiktok,fnb,110373,53,AE,2.4348
6788.99,tiktok,ecommerce,36174,19,JO,2.1192
15970.47,instagram,services,238602,58,AE,3.4475
16799.56,tiktok,services,341955,6,AE,3.2856
2852.75,facebook,fnb,118279,21,LB,1.558
15509.28,google,fnb,1813,22,JO,2.4047
2402.51,google,retail,237188,38,JO,1.7933
7862.25,x,services,338198,13,LB,1.9106
19972.33,instagram,fnb,173153,16,JO,2.5303
3932.56,instagram,fnb,125937,40,LB,1.9835
3163.88,tiktok,retail,77991,19,LB,2.2371
8513.73,google,ecommerce,373306,53,AE,3.6822
12431.4,x,ecommerce,430921,52,SA,3.0905
18664.73,facebook,fnb,385105,20,JO,2.5322
19618.34,instagram,services,259575,34,EG,2.6558
1485.85,instagram,ecommerce,362329,21,LB,2.7095
